nb	X	Y	Curv.
38	42.13286747476683	96.83486271424636	0.011462511750036486
39	40.20736997368342	96.65471933361515	0.011436413846612318
40	38.29084015957289	96.39047389778442	0.011429655362398065
41	36.38666227066868	96.04248741043448	0.011440039872199312
42	34.49820654251438	95.61107654427448	0.011463933931234915
43	32.62883057682966	95.09653638018992	0.011496572177449347
44	30.781879646025274	94.49917111854987	0.011532433837172442
45	28.960685644820945	93.81933098316473	0.011565668219430078
46	27.168564477085756	93.05745327406935	0.011590541032937057
47	25.408811751480492	92.2141053617306	0.011601868434030937
48	23.684696749558846	91.29002735849603	0.011595403362567164
49	21.999454720350766	90.28617225416599	0.011568140484935797
50	20.35627764183609	89.20374145752804	0.011518512692820723
51	18.758303668084665	88.04421393579892	0.011446463183149803
52	17.2086055476015	86.80936747611311	0.011353391040822012
53	15.71017835056903	85.50129099073007	0.01124198249917621
54	14.265926877950836	84.12238723088595	0.011115952039734124
55	12.878653142370935	82.67536574164012	0.010979725159455427
56	11.551044308748846	81.16322635919975	0.010838097028004975
57	10.285661462197927	79.58923400072928	0.01069589868033686
58	9.084929532908417	77.95688590343913	0.01055769615888227
59	7.951128654667967	76.26987281583467	0.010427539975625188
60	6.886387168067321	74.53203591347354	0.01030877422290048
61	5.892676404611378	72.74732139227758	0.010203907987211559
62	4.971807307631384	70.91973477653208	0.010114547114634671
63	4.125428864027261	69.05329696299896	0.010041381881416742
64	3.3550282414569503	67.15200390866889	0.009984225274821927
65	2.661932452473832	65.21979166384203	0.00994209664106657
66	2.0473113038057655	63.260508165084225	0.009913345611948112
67	1.5121813384818994	61.27789284860061	0.009895810827718418
68	1.0574104432154585	59.27556474127521	0.009887006669142126
69	0.6837227749635022	57.257019253893446	0.009884329005636421
70	0.39170365970176063	55.2256334600722	0.009885268244783047
71	0.1818041331103457	53.1846792166614	0.009887615414665023
72	0.054344826143508565	51.1373430876318	0.009889645442262899
73	0.009518946630680394	49.08675169281674	0.009890261939391813
74	0.04739416867800498	47.0360008318126	0.009889090089438743
75	0.167913311660728	44.98818654496357	0.009886508584911692
76	0.3708937665146253	42.94643617676189	0.009883617429449291
77	0.6560257050608137	40.91393750684427	0.009882144830295604
78	1.022869184342228	38.89396411006638	0.009884302264693584
79	1.4708503286101693	36.88989529524486	0.009892601149357902
80	1.9992568331391551	34.90522924298398	0.009909646810357364
81	2.607233083376754	32.943588303463024	0.009937925585292303
82	3.2937752175467483	31.00871580867874	0.009979599309656775
83	4.057726478931857	29.104464181330666	0.010036318876693205
84	4.897773204673186	27.234774563530863	0.010109065832884213
85	5.812441780904395	25.40364862131781	0.010198028762257156
86	6.800096860106711	23.61511358438354	0.0103025199070791
87	7.858941087284383	21.873181934618078	0.010420937078965832
88	8.987016519226028	20.181807444462333	0.010550776071416017
89	10.182207848700012	18.544839472174388	0.010688698841429391
90	11.442247466405735	16.96597753532371	0.01083066188817038
91	12.764722311690667	15.448728199847324	0.01097210677574059
92	14.14708238243327	13.996366238227013	0.011108210160891419
93	15.58665069905286	12.611901829938196	0.011234184035449601
94	17.080634451089225	11.298055308108376	0.011345608875619426
95	18.62613700055389	10.057240610443372	0.01143877436513903
96	20.220170377090007	8.891558185840651	0.011510996136041883
97	21.85966787798457	7.802797659667402	0.01156087438566551
98	23.541496382553877	6.792450091558374	0.011588462597835011
99	25.26246800578736	5.861729192101423	0.011595322224021638
100	27.01935074990474	5.011600421392747	0.011584451121572243
101	28.80887786328838	4.242816494711167	0.01156008775760044
102	30.627755681886644	3.555957488112663	0.011527407053949905
103	32.47266980570589	2.9514734863382626	0.011492134814429365
104	34.34028954886627	2.42972756014129	0.011460114313041198
105	36.22727069189042	1.9910368087249526	0.01143686040735875
106	38.13025665516284	1.6357092594153593	0.011427134221895962
107	40.04587829851078	1.3640745799428486	0.011434566554172717
108	41.97075262942059	1.176506822719551	0.01146135243534668
109	43.90148076765007	1.073437774457304	0.011508034126752156
110	45.83464556358608	1.0553599132069678	0.011573385920142546
111	47.76680929895691	1.1228184595893087	0.011654411226147927
112	49.69451190958867	1.2763925279531252	0.011746459614904432
113	51.61427015984481	1.5166659128917725	0.011843467319634638
114	53.52257816723342	1.8441885626141419	0.011938317902118953
115	55.41590962439464	2.259430269039529	0.012023309626016207
116	57.29072199623858	2.7627285225088847	0.012090703064706866
117	59.14346288519804	3.3542328164722455	0.012133308479656166
118	60.970578660945556	4.033847927617901	0.012145060675077358
119	62.768525346671225	4.801178827052325	0.012121523008229407
120	64.5337816466947	5.655479890535271	0.012060265013512029
121	66.26286389459315	6.595610967859872	0.011961070826297878
122	67.95234260196632	7.620002646074844	0.011825956788514691
123	69.59886020001521	8.726632706526466	0.011659002282700944
124	71.19914949344533	9.91301534480915	0.011466022514688442
125	72.75005229237627	11.17620421328752	0.011254130380729276
126	74.24853765571164	12.512809779234939	0.01103124323386159
127	75.69171917065908	13.919030891977346	0.010805588522965641
128	77.07687070864158	15.39069984564476	0.010585251757683451
129	78.40144013750236	16.923339636730308	0.010377794625930255
130	79.66306053241476	18.512231573604247	0.010189954411195013
131	80.8595585109877	20.152490922672452	0.01002742155918123
132	81.98895941850027	21.83914789445179	0.009894682520352732
133	83.0494892030088	23.567231000129116	0.009794910696950732
134	84.03957294261765	25.331849658270652	0.009729889220470772
135	84.95783011343464	27.128272910154603	0.009699954456058124
136	85.80306681136652	28.952001213034674	0.009703957273121509
137	86.57426525868958	30.79882852012121	0.009739248706734555
138	87.27057103223557	32.664892215196794	0.009801705907480699
139	87.89127853949559	34.546708934328215	0.009885821226530244
140	88.43581533807469	36.44119485822141	0.009984879723783173
141	88.90372593964595	38.345669673652004	0.010091246302568718
142	89.29465575976826	40.257844055484306	0.01023762481153872
143	89.60833586860572	42.1757911846851	0.010326764901332459
144	89.84456916480788	44.097903464469965	0.010397719776768137
145	90.00321853677207	46.02283619893168	0.010444834165853881
146	90.08419749448628	47.949440530663146	0.010464311643808276
